journey_id,user_id,conversion_timestamp,order_value_usd,n_touchpoints,journey_span_days,converting_channel,segment
j_832febb2c9,u_ef8fbf0f74ab,2023-02-16 05:20:52,140.68,1,0,paid_social_facebook,high_intent_shopper
j_40730172b6,u_59900d2d4b61,2023-09-27 17:01:50,50.7,3,2,display_programmatic,brand_aware_browser
j_515687588b,u_9ce6b98fa82c,2023-02-28 23:35:32,229.89,5,12,paid_search_bing,high_intent_shopper
j_6f243587af,u_f1f2dc487327,2023-03-18 07:33:43,119.17,1,0,influencer,high_intent_shopper
j_123952e504,u_74e4ad9bbed8,2023-04-05 06:01:19,63.24,2,12,paid_search_bing,high_intent_shopper
j_8b300b8975,u_79941d3ca662,2023-12-14 13:45:22,59.66,1,0,display_programmatic,high_intent_shopper
j_1f43027ca7,u_3213120d4430,2023-04-16 10:30:57,156.92,1,0,paid_search_google,repeat_customer
j_a275f84035,u_00cbd2efc830,2023-11-11 19:37:07,121.36,2,3,email_newsletter,repeat_customer
j_9981f3e580,u_459bc5b62be2,2023-04-22 06:35:18,68.31,1,0,direct,high_intent_shopper
j_e9c04012a1,u_7024a18a1d1a,2023-08-07 23:54:10,151.11,2,17,email_retargeting,repeat_customer
j_2791c1000c,u_7c291845cf27,2023-03-04 11:36:22,43.59,3,11,display_programmatic,new_visitor
j_ddac1e40f5,u_f3f027ed79fb,2023-05-06 10:49:57,169.71,1,0,organic_search_seo,repeat_customer
j_b5fed02235,u_9d9ed9073b93,2023-12-22 16:11:51,81.71,3,22,paid_search_google,high_intent_shopper
j_a7f1dc7dbc,u_b71789af891d,2023-10-10 15:36:11,86.48,3,7,paid_search_google,high_intent_shopper
j_e04e5dee06,u_ab76203e0f27,2023-11-30 19:52:48,230.13,1,0,influencer,high_intent_shopper
j_58d95c1e3c,u_2d8545b6157f,2023-04-08 18:22:55,128.4,2,3,direct,high_intent_shopper
j_594cba49f0,u_45a9877991f0,2023-02-18 07:10:27,138.71,3,18,paid_search_google,repeat_customer
j_ace9247d25,u_d025338c2419,2023-11-16 12:19:45,143.65,3,18,paid_search_google,repeat_customer
j_954a56cfbe,u_d34004b23083,2023-09-20 01:15:46,136.5,2,7,email_newsletter,repeat_customer
j_dbca15463a,u_83b8c16ce01f,2023-08-23 21:22:10,127.92,1,0,paid_social_instagram,high_intent_shopper
j_b93f370d12,u_b005fb896d06,2023-02-25 21:55:21,65.81,1,0,paid_social_instagram,high_intent_shopper
j_db5a38bb11,u_6e9d8948acaa,2023-04-04 15:59:42,247.41,1,0,organic_search_seo,repeat_customer
j_53667b8d6e,u_72ae65370517,2023-09-22 13:38:33,118.45,4,22,paid_search_google,repeat_customer
j_d27947f772,u_e3a88378678f,2023-12-19 15:39:15,152.05,3,19,email_retargeting,high_intent_shopper
j_6292fe2ed0,u_966169d9bc32,2023-09-29 22:04:56,35.11,2,1,email_retargeting,high_intent_shopper
j_3dc7f6eaa3,u_1aeed97c05bc,2023-11-10 16:53:44,82.28,2,0,paid_search_google,brand_aware_browser
j_08e89ce9fc,u_167049ce64a2,2023-06-18 15:33:28,113.1,2,19,direct,repeat_customer
j_2f41f7fc12,u_62bd5e71e288,2023-06-06 13:35:33,133.51,1,0,display_programmatic,repeat_customer
j_e35e623c16,u_e0a769be13d5,2023-05-25 09:56:48,60.21,3,2,email_retargeting,brand_aware_browser
j_adaa1f23f5,u_144fd0e3db3a,2023-04-10 02:51:30,214.22,2,16,direct,repeat_customer
j_d5054dcd51,u_70ae86b180e6,2023-02-26 19:47:58,60.82,7,12,paid_social_facebook,new_visitor
j_1767cff523,u_b6064345973f,2023-12-25 00:23:26,49.26,2,2,influencer,new_visitor
j_8dc92288df,u_c3e1f8b20253,2023-04-27 09:37:56,40.18,2,16,paid_search_bing,high_intent_shopper
j_9f2cbfdcfc,u_4f61ed1727fa,2023-03-24 23:27:52,157.77,1,0,display_programmatic,high_intent_shopper
j_dc3e598fd5,u_3e8cb0706b27,2023-04-25 08:52:47,110.68,3,6,paid_search_google,repeat_customer
j_2fada078b9,u_00a378ff55a5,2023-04-06 04:46:47,116.68,3,18,email_retargeting,repeat_customer
j_7998a43d2e,u_78673768177c,2023-12-03 17:56:01,298.66,1,0,direct,high_intent_shopper
j_b5a5f76b62,u_50bcb66d8073,2023-11-17 16:00:10,122.68,1,0,paid_social_instagram,repeat_customer
j_4ec929fb13,u_2582f71a44b2,2023-05-07 20:18:55,43.97,2,6,paid_social_facebook,high_intent_shopper
j_d94eb20ffa,u_c6c9b6f4f6d6,2023-03-10 05:29:39,31.21,2,5,paid_search_google,price_sensitive
j_58f295720f,u_64397ccd461e,2023-02-24 00:10:54,71.27,2,2,paid_search_google,high_intent_shopper
j_e9e284690a,u_adb443c639fc,2023-02-22 16:07:29,160.39,4,24,paid_search_bing,brand_aware_browser
j_39a42d4406,u_427aed3e9edb,2023-08-20 09:19:30,133.86,1,0,paid_search_google,repeat_customer
j_db428b3fdf,u_fe6cc0027df5,2023-08-18 11:42:04,168.67,1,0,paid_social_facebook,repeat_customer
j_53edd49157,u_c503a7cfd960,2023-02-28 21:26:52,37.6,2,1,paid_search_bing,price_sensitive
j_b64a680895,u_aa03144ac4ec,2023-12-10 20:58:08,77.02,5,11,organic_search_seo,new_visitor
j_482ac4a01c,u_f53f0c476df6,2023-07-14 17:13:06,95.82,3,17,paid_social_instagram,repeat_customer
j_f725a35d86,u_c4e4bdb772df,2023-03-22 13:31:23,86.9,1,0,organic_search_seo,high_intent_shopper
j_2a40ac2bd6,u_8da8d21bf4c7,2023-10-15 04:03:42,109.02,9,23,paid_search_google,brand_aware_browser
j_1f97016186,u_2262e3ce4389,2023-10-16 01:41:45,59.39,6,20,paid_social_facebook,price_sensitive
j_17a3802392,u_00acbb67c796,2023-06-05 14:18:20,48.43,3,10,paid_search_google,price_sensitive
j_5e9531693a,u_7d0597afc9d0,2023-12-21 09:23:10,162.61,5,10,paid_search_google,repeat_customer
j_2f452c90df,u_234e8aca8d46,2023-08-04 02:06:25,76.83,2,2,paid_search_bing,high_intent_shopper
j_7013244619,u_58b367afa449,2023-08-20 01:58:54,73.24,1,0,display_programmatic,high_intent_shopper
j_da62180329,u_24166fad4047,2023-11-13 09:45:27,115.52,2,3,direct,repeat_customer
j_55b29d6642,u_e7755a5495c2,2023-07-14 01:51:59,36.2,5,24,direct,price_sensitive
j_3a15863b51,u_5bf4966509ed,2023-04-23 06:56:19,111.36,7,14,paid_social_facebook,new_visitor
j_6ff807f525,u_b45e4f5c3406,2023-10-04 06:54:35,56.61,2,22,paid_social_instagram,high_intent_shopper
j_83abf6b22c,u_134fa468b59f,2023-07-04 20:57:54,52.53,1,0,organic_search_seo,repeat_customer
j_c42377bcf7,u_5deee7654f27,2023-11-16 00:26:44,55.89,6,7,email_newsletter,new_visitor
j_14782e4084,u_db747e56cfa5,2023-11-08 14:51:58,50.18,3,25,organic_search_seo,new_visitor
j_3c8750d939,u_3c3ef2dbf8a5,2023-08-20 14:55:43,100.25,4,16,paid_search_google,repeat_customer
j_0adcec3adc,u_9aee28a9b46f,2023-06-20 17:02:30,97.49,1,0,paid_search_google,high_intent_shopper
j_603d4d6cb5,u_0b489659e5bd,2023-08-02 16:33:37,226.99,1,0,paid_social_facebook,repeat_customer
j_1d4c1ed103,u_d65a51968b2c,2023-11-29 14:36:07,27.27,5,19,direct,price_sensitive
j_de06834276,u_2bbc950421e0,2023-07-28 17:13:33,122.01,4,26,paid_search_google,repeat_customer
j_73071c6cfc,u_85dfabd34eb8,2023-04-23 14:57:58,27.91,8,26,paid_search_google,new_visitor
j_d47102e325,u_808e4c763640,2023-10-15 22:37:26,72.66,4,22,paid_social_instagram,high_intent_shopper
j_089a5de98c,u_a209add7fd6f,2023-11-06 17:56:36,266.11,4,19,paid_search_bing,repeat_customer
j_34258dbb50,u_9aeebc48c6de,2023-05-26 01:51:15,56.21,3,17,paid_search_google,repeat_customer
j_4f70dcd6f1,u_971380a3013f,2023-03-06 20:53:06,68.62,3,19,paid_search_google,high_intent_shopper
j_dd20adeea5,u_d05c9c4c9a9e,2023-10-24 22:18:43,74.3,2,16,email_retargeting,high_intent_shopper
j_7fa03f7ef7,u_bc55044635b6,2023-12-14 05:15:44,195.77,5,11,paid_search_google,brand_aware_browser
j_b861095c29,u_9ad9bb2867fd,2023-07-09 16:43:57,121.21,3,25,email_newsletter,repeat_customer
j_cd6dd17a3b,u_b82748269420,2023-02-09 15:10:14,178.35,4,19,paid_search_google,brand_aware_browser
j_81fcb1aaf0,u_e4521751dbc1,2023-09-25 05:42:21,112.53,1,0,influencer,repeat_customer
j_35a2ec2b83,u_587e36584751,2023-09-09 05:17:12,106.54,1,0,paid_social_facebook,repeat_customer
j_d4eeecd738,u_91f9739bc197,2023-10-30 05:07:43,78.9,1,0,paid_social_instagram,high_intent_shopper
j_fdcac4cd00,u_fa66aa3f0b77,2023-03-07 09:26:59,154.97,5,26,direct,high_intent_shopper
j_2c01d282f8,u_b23ad2c0891f,2023-04-02 18:37:26,243.93,1,0,paid_social_facebook,repeat_customer
j_1c6e930cb5,u_5fbdb335fab0,2023-10-03 17:48:05,181.24,2,7,paid_search_google,repeat_customer
j_8eec302e6a,u_5628a3873457,2023-12-20 20:37:37,36.72,3,23,email_retargeting,high_intent_shopper
j_a554cda674,u_f38741897ae8,2023-01-30 18:53:42,51.37,1,0,email_retargeting,repeat_customer
j_df3d928014,u_75940c23361d,2023-03-17 05:49:21,38.84,5,19,email_retargeting,high_intent_shopper
j_f389467350,u_e36c6a063c16,2023-09-27 05:57:35,135.49,2,15,paid_search_bing,repeat_customer
j_fa72537593,u_8e3342de5565,2023-03-04 12:57:12,79.61,1,0,email_newsletter,brand_aware_browser
j_47ea9f8718,u_11c704ada19c,2023-09-10 17:17:38,108.03,4,24,direct,brand_aware_browser
j_ccaf7c8dc9,u_25653be7d080,2023-12-14 22:32:46,68.75,1,0,paid_social_instagram,repeat_customer
j_542bc4fea7,u_5d7a9ee623a1,2023-09-14 07:51:14,79.38,9,17,paid_social_facebook,new_visitor
j_ce87123062,u_8ff4c33e7def,2023-09-09 16:21:45,66.59,6,21,paid_social_facebook,new_visitor
j_1699b851b6,u_45f550d9d839,2023-04-04 10:10:14,188.63,6,27,paid_search_bing,repeat_customer
j_7b7fa7043a,u_43f7fb5d8e0b,2023-06-12 09:49:44,77.02,2,8,paid_search_bing,brand_aware_browser
j_a55b544141,u_8aa92d8a7d28,2023-09-22 00:16:19,91.72,3,17,organic_search_seo,high_intent_shopper
j_a5285601b4,u_1a89b21d4761,2023-07-16 23:41:58,29.57,5,19,paid_search_google,price_sensitive
j_5dda0e8c55,u_a82fbea0cedc,2023-08-14 11:31:53,50.29,3,29,paid_search_google,high_intent_shopper
j_fe9119a8d5,u_664d4e09f7fd,2023-02-25 18:53:12,49.94,4,12,email_retargeting,new_visitor
j_0c22bdd62a,u_57a8cd46c89a,2023-03-09 14:08:25,77.93,2,18,paid_search_google,repeat_customer
j_a820b3f7f0,u_e591d6ae2ed1,2023-03-01 22:35:13,53.51,3,3,organic_search_seo,price_sensitive
j_3da9651b7b,u_6dc55a390d3f,2023-07-25 10:07:45,110.46,1,0,paid_social_facebook,repeat_customer
j_bfe5db2669,u_aa461b30cb5d,2023-02-09 16:38:31,210.22,1,0,paid_social_facebook,high_intent_shopper
j_0b0bfb5e89,u_0c58e1ff8ef5,2023-11-13 03:41:13,97.96,3,13,paid_search_google,high_intent_shopper
j_a2086975cf,u_7030beee52ba,2023-12-01 21:05:19,53.55,1,0,email_newsletter,price_sensitive
j_13b585e332,u_9e7dab3df7fb,2023-03-08 15:39:35,50.52,4,10,direct,price_sensitive
j_2825ae1cb0,u_14da8086991f,2023-10-12 04:01:39,92.82,2,3,display_programmatic,repeat_customer
j_e77b31636a,u_383f76695aae,2023-04-18 03:47:08,249.86,1,0,paid_search_google,high_intent_shopper
j_55b2eb18f4,u_b9be2679bda9,2023-11-02 11:56:10,106.03,3,3,paid_search_google,repeat_customer
j_16d297befb,u_e17b6c08c4b8,2023-12-24 06:43:03,146.92,5,18,direct,high_intent_shopper
j_e9a70b6b96,u_e357122f763f,2023-03-16 00:35:01,211.97,2,4,paid_search_google,high_intent_shopper
j_ad3c13cd63,u_0c765ad55fb8,2023-02-26 16:23:16,53.93,2,4,paid_search_bing,price_sensitive
j_7d95c83918,u_20ebb3b9b874,2023-10-07 20:32:55,71.48,3,15,email_retargeting,high_intent_shopper
j_96c2fcef7b,u_fbf02113d064,2023-07-13 19:54:44,47.94,4,20,paid_search_google,new_visitor
j_ca4dd4d2a4,u_e5c9f81f75a1,2023-10-17 00:57:26,166.59,1,0,paid_social_facebook,repeat_customer
j_aa3672cb78,u_0d0e22a9e4f7,2023-07-15 19:45:11,65.17,3,13,direct,new_visitor
j_db11d16d3d,u_cf414266c87e,2023-04-12 17:37:25,55.5,1,0,paid_social_facebook,price_sensitive
j_a0612e200b,u_bbf74e077f06,2023-08-19 14:36:18,68.18,5,23,paid_social_facebook,high_intent_shopper
j_35c85e6598,u_7a441db68479,2023-07-22 03:43:15,70.19,9,26,paid_social_facebook,new_visitor
j_5475353ddb,u_c7aa99f5675c,2023-11-10 20:13:52,163.48,6,21,email_newsletter,high_intent_shopper
j_4c3591059d,u_d34c6b3c67a1,2023-11-10 20:08:02,136.73,1,0,paid_social_instagram,repeat_customer
j_2d1cab7145,u_45bb61dd77fe,2023-07-03 21:26:18,190.8,1,0,display_programmatic,high_intent_shopper
j_1ea0926ed0,u_61fc3343039a,2023-06-14 17:31:57,41.95,5,15,paid_search_google,high_intent_shopper
j_dbc9dd14be,u_3c5d1975f029,2023-09-03 04:44:49,49.92,2,23,display_programmatic,high_intent_shopper
j_9e35d8109f,u_0614b2485e51,2023-07-02 11:12:33,62.51,5,17,paid_search_google,price_sensitive
j_73eaa1fd99,u_477700000383,2023-12-12 08:58:08,60.47,2,12,email_newsletter,price_sensitive
j_95c6e6a5b8,u_ca1fe905d36b,2023-05-10 07:47:04,112.2,1,0,email_newsletter,repeat_customer
j_51da89ad6f,u_990b470083ed,2023-10-24 06:03:56,98.72,1,0,display_programmatic,high_intent_shopper
j_cdb696a1be,u_97dbef2e589a,2023-08-03 03:43:40,109.12,3,16,email_retargeting,high_intent_shopper
j_bcf853a9e2,u_e3dd00fef6e8,2023-11-14 23:01:38,49.66,5,23,email_retargeting,brand_aware_browser
j_f849e6281a,u_22c2002703da,2023-08-16 02:40:06,51.56,8,26,paid_social_instagram,price_sensitive
j_6be7a2d769,u_9b084f89713f,2023-09-05 15:22:45,57.39,5,14,paid_social_instagram,high_intent_shopper
j_04fe237481,u_02c347dd6ed2,2023-11-24 20:59:56,65.3,2,2,paid_search_google,price_sensitive
j_2ff2ac6da0,u_21aa1424664f,2023-12-10 14:33:34,124.47,2,1,influencer,high_intent_shopper
j_dcc3addfa0,u_0c9fe5d2ece1,2023-10-20 07:00:51,84.09,1,0,paid_social_instagram,high_intent_shopper
j_1cf8fe781d,u_76d426b8b3ad,2023-01-16 14:58:29,37.51,1,0,paid_social_instagram,price_sensitive
j_874a4e078a,u_2edcf45a8a6e,2023-03-15 19:39:39,71.01,2,13,direct,price_sensitive
j_d0045ed5ff,u_0e50849126c2,2023-12-04 10:56:45,95.95,6,21,paid_search_google,price_sensitive
j_28e5978132,u_067092218224,2023-03-21 21:59:33,107.98,1,0,paid_social_facebook,repeat_customer
j_3131032213,u_12b5dc1f8762,2023-04-22 08:54:12,80.56,1,0,paid_social_facebook,high_intent_shopper
j_221430ee12,u_37116c7724e3,2023-01-09 14:47:24,106.08,1,0,organic_search_seo,repeat_customer
j_97158e03d9,u_0a5a2a65aad1,2023-04-16 03:45:53,70.51,6,12,organic_search_seo,brand_aware_browser
j_7ef25e498f,u_431f36cb3484,2023-12-22 12:05:47,70.05,2,7,paid_social_facebook,high_intent_shopper
j_894e4c3488,u_5e226f617a5d,2023-01-29 13:25:58,153.43,1,0,display_programmatic,repeat_customer
j_252cd2df66,u_68e61a708c8e,2023-12-15 13:20:12,71.95,3,15,email_retargeting,high_intent_shopper
j_7da287254e,u_881eb80d76f8,2023-03-29 03:14:03,137.72,1,0,paid_social_instagram,repeat_customer
j_0843e639f3,u_6cc63aea695c,2023-12-27 07:04:28,101.2,2,10,paid_social_instagram,high_intent_shopper
j_1e257ddb7d,u_078a7daf0ccb,2023-09-30 09:46:58,168.44,1,0,paid_social_facebook,repeat_customer
j_9fdd4d932e,u_7d7ec1dc519c,2023-10-07 02:36:29,54.9,1,0,paid_social_facebook,price_sensitive
j_51828b7226,u_55c8bbe8d0ca,2023-06-18 21:40:09,101.54,6,21,paid_social_facebook,brand_aware_browser
j_9cc2c0a71a,u_004e6f379e10,2023-03-06 13:06:54,60.91,10,27,paid_search_google,new_visitor
j_10b860db87,u_c1586c1c0b56,2023-12-09 22:01:58,20.54,2,3,paid_search_bing,price_sensitive
j_803b5d8fe5,u_df8cb8b253e4,2023-11-28 01:29:10,45.53,4,23,paid_search_bing,price_sensitive
j_60ed554f68,u_a89b7b55f336,2023-07-20 13:30:08,128.97,4,18,email_retargeting,brand_aware_browser
j_43de227e06,u_a79b0a7bd0b3,2023-12-07 16:46:42,97.01,3,9,organic_search_seo,high_intent_shopper
j_9dcc06e419,u_fb54ce0fea36,2023-11-11 13:00:55,78.18,3,12,email_newsletter,high_intent_shopper
j_90cd3d6c87,u_b11c32ac97a9,2023-10-08 00:40:46,108.55,3,3,paid_search_bing,repeat_customer
j_924964485c,u_bce26a45b9e6,2023-07-10 16:26:14,76.31,1,0,paid_search_bing,repeat_customer
j_fed87bad55,u_2d144ea4cab9,2023-10-02 18:14:33,192.36,1,0,paid_social_facebook,repeat_customer
j_aa1d473a80,u_ee42fe62ee28,2023-09-28 02:01:48,38.31,2,1,paid_social_instagram,high_intent_shopper
j_ff56ea7e80,u_95d5a5c63585,2023-03-15 07:19:26,89.04,2,1,paid_search_google,brand_aware_browser
j_531d151b34,u_10aed9523f61,2023-04-24 17:34:09,26.58,1,0,paid_search_google,brand_aware_browser
j_cdd530ca62,u_945fbe182e68,2023-09-05 16:42:02,76.15,1,0,display_programmatic,high_intent_shopper
j_30a242d3b0,u_4baebc4485e9,2023-04-30 03:23:29,93.41,1,0,paid_social_instagram,high_intent_shopper
j_1c9fcc67ae,u_cd37382264c3,2023-10-17 23:57:16,37.65,9,28,paid_social_facebook,new_visitor
j_b7c2dd6276,u_f61d0b6a56b8,2023-10-22 10:11:37,48.39,3,10,paid_social_instagram,price_sensitive
j_8e2ff0f452,u_3620ddddca06,2023-07-22 10:12:22,70.81,3,17,paid_search_google,price_sensitive
j_70196d534a,u_1f6f96b69750,2023-10-02 01:36:20,45.45,5,20,paid_search_bing,high_intent_shopper
j_741b62aa28,u_d0714f6920ad,2023-06-19 17:41:10,45.45,6,26,influencer,brand_aware_browser
j_323cb0e257,u_26316232eaa5,2023-07-07 18:38:27,206.44,1,0,influencer,repeat_customer
j_38ca4b3210,u_008db3ea62ce,2023-07-05 17:17:26,174.99,2,9,organic_search_seo,repeat_customer
j_4ad394c007,u_8ff72fff7289,2023-04-22 09:27:51,59.7,6,23,direct,price_sensitive
j_b53c2c32ca,u_3834b0f05c20,2023-10-29 06:09:17,93.81,3,15,paid_search_google,high_intent_shopper
j_0c2ca41d24,u_399df9c75e85,2023-03-12 23:28:37,49.2,5,24,paid_social_facebook,brand_aware_browser
j_3416840a9a,u_977e6a1e6032,2023-05-08 22:51:01,79.64,5,28,paid_search_google,price_sensitive
j_b88e79b17c,u_2ab39fc33f4a,2023-08-25 04:44:35,17.63,3,5,paid_search_google,price_sensitive
j_1a93e33536,u_00f4a9e5087a,2023-09-17 13:45:00,119.84,2,10,paid_social_facebook,high_intent_shopper
j_bee0f025d1,u_0250ec18d636,2023-09-14 08:04:42,69.67,6,28,email_newsletter,new_visitor
j_2dc2c4b1cc,u_766347d9eb13,2023-08-25 23:31:41,86.07,2,21,display_programmatic,high_intent_shopper
j_06e27c786e,u_df090504d7e5,2023-04-07 12:18:22,84.9,2,12,influencer,high_intent_shopper
j_aaf3940c5a,u_8bcd23f644ba,2023-04-10 06:04:10,86.65,2,3,paid_social_facebook,high_intent_shopper
j_f6c17a3e5a,u_a322f8440f7a,2023-03-11 21:09:18,96.57,1,0,email_newsletter,high_intent_shopper
j_4d1ec754b7,u_770a7edc1920,2023-02-20 22:06:52,220.29,1,0,email_retargeting,repeat_customer
j_b17cb71a39,u_62c9d41709ce,2023-07-20 08:11:17,24.88,2,7,paid_social_facebook,price_sensitive
j_ec3e64b760,u_328632e6bdab,2023-11-20 10:50:25,60.25,2,7,paid_search_google,high_intent_shopper
j_60738df28a,u_d85544f9a105,2023-10-30 09:04:23,134.57,1,0,display_programmatic,high_intent_shopper
j_a5b12a9830,u_ffcc3d2728b1,2023-10-17 15:21:58,172.07,2,4,paid_search_google,high_intent_shopper
j_25ff1e3491,u_70fa47b33844,2023-05-22 14:46:17,94.0,4,13,paid_search_google,brand_aware_browser
j_fb921bbbab,u_9c11088ff662,2023-02-25 03:49:40,116.22,1,0,paid_social_instagram,repeat_customer
j_a867fcbb09,u_a16f47ca40d2,2023-11-17 07:17:13,45.98,4,23,email_retargeting,price_sensitive
j_b016b9bc00,u_e02227630453,2023-07-25 16:02:33,114.1,1,0,paid_social_facebook,high_intent_shopper
j_a27e32f866,u_31370bc5f38c,2023-08-17 19:36:09,36.3,2,7,email_newsletter,brand_aware_browser
j_58e3d62fa6,u_b750e54d3176,2023-03-29 12:13:50,235.8,3,15,organic_search_seo,high_intent_shopper
j_d2e10f099f,u_cac15015cb80,2023-07-18 20:36:17,103.75,2,0,email_retargeting,high_intent_shopper
j_8a63b51c1d,u_edf9f9102c73,2023-10-09 04:31:11,55.04,3,0,paid_social_instagram,high_intent_shopper
j_f6eee0e9ab,u_c08862793868,2023-12-06 10:31:27,187.47,3,18,direct,repeat_customer
j_9d0a616541,u_fc6303bedac5,2023-09-19 16:16:07,305.66,1,0,paid_social_facebook,repeat_customer
j_0437e04a70,u_41838fda5663,2023-10-16 03:52:46,96.63,3,22,paid_search_bing,high_intent_shopper
j_76d0a12bee,u_d376718e1db2,2023-10-02 01:07:48,56.26,1,0,organic_search_seo,price_sensitive
j_d69d8e3d34,u_210972c0f4d3,2023-12-17 23:00:18,98.58,3,7,paid_search_bing,high_intent_shopper
j_efbca34534,u_1ae1b514a602,2023-08-30 06:02:15,96.84,1,0,display_programmatic,repeat_customer
j_c31441aa4c,u_cdaf4f4cba23,2023-08-19 11:19:26,186.5,5,12,email_retargeting,new_visitor
j_8a35b42ad4,u_c41bb0d67561,2023-10-08 00:03:48,50.43,5,12,paid_search_google,price_sensitive
j_f0da556357,u_dca1fad7bee0,2023-11-12 23:32:51,141.36,7,23,email_newsletter,new_visitor
j_5ae79e9ee5,u_440270fab529,2023-10-13 09:08:56,122.71,5,22,email_newsletter,repeat_customer
j_514afb14c7,u_e80aafea7ffd,2023-07-08 16:53:17,134.19,1,0,paid_social_facebook,repeat_customer
j_4d1951ad4a,u_e11cd18fa62a,2023-04-17 00:31:41,88.43,1,0,paid_social_facebook,high_intent_shopper
j_4b3afd58fa,u_79cffcf92617,2023-05-20 14:21:28,85.68,2,10,paid_search_google,high_intent_shopper
j_b51612f967,u_f1790aed4479,2023-10-11 04:30:45,98.97,2,18,organic_search_seo,high_intent_shopper
j_5cd91096e6,u_a59e10d1d9b6,2023-11-04 10:10:44,241.47,2,5,direct,repeat_customer
j_0bf927ac90,u_e7f0f94ad5ed,2023-02-11 01:16:50,26.66,4,13,paid_search_google,price_sensitive
j_649355e812,u_09804bd25698,2023-07-21 09:41:07,74.54,8,21,email_retargeting,brand_aware_browser
j_d753ee98ed,u_d4511145ca2d,2023-04-03 17:29:16,119.66,2,3,email_newsletter,repeat_customer
j_ddde8e3880,u_5a854c24bb0e,2023-09-13 04:56:39,80.59,5,20,paid_search_google,high_intent_shopper
j_81620d7ed5,u_af55483dba4e,2023-04-20 22:29:49,114.29,5,20,paid_search_google,high_intent_shopper
j_2716867db3,u_8b61115cdd1e,2023-05-17 03:59:15,132.86,1,0,paid_social_instagram,repeat_customer
j_fbe4f3b3d2,u_54e40263eeb9,2023-06-19 22:46:17,43.61,2,25,email_retargeting,price_sensitive
j_4925594656,u_5ab10b3b8ba7,2023-06-28 04:46:17,70.84,2,5,paid_search_google,new_visitor
j_aa9c7ceb21,u_b8f57f4e1121,2023-11-30 09:05:57,126.18,1,0,paid_social_instagram,repeat_customer
j_b0dda1e1c2,u_6010cc4b69ca,2023-03-02 23:04:15,44.37,5,26,paid_search_google,high_intent_shopper
j_1944985f50,u_34fa8c49d29e,2023-07-18 04:32:57,53.97,1,0,paid_social_facebook,high_intent_shopper
j_b947e41ed0,u_27d4d97befab,2023-07-31 22:58:54,68.68,4,21,paid_social_instagram,high_intent_shopper
j_d331996f54,u_47a93e22a20e,2023-06-18 12:50:26,138.13,3,24,influencer,high_intent_shopper
j_be5f8955ad,u_557860b4ca72,2023-12-11 03:49:45,108.57,2,6,paid_social_facebook,repeat_customer
j_740de05cfa,u_ff0602fe8a22,2023-08-11 19:09:18,147.0,3,24,paid_search_bing,repeat_customer
j_81652420ee,u_68120156ab72,2023-04-08 06:59:30,122.72,3,18,organic_search_seo,high_intent_shopper
j_cf44314f4f,u_ef08cdbcb9c8,2023-07-12 22:28:47,166.18,1,0,paid_social_instagram,repeat_customer
j_d8be982536,u_a5e945a17372,2023-08-23 02:57:43,158.85,1,0,paid_social_instagram,repeat_customer
j_3cfaca1e39,u_794a59cc8940,2023-05-29 12:14:25,405.66,1,0,paid_search_google,high_intent_shopper
j_24c5e6d80d,u_812642dae8c8,2023-07-13 05:43:30,78.17,5,21,paid_search_google,new_visitor
j_0c33f290d1,u_7d089da41019,2023-08-07 01:00:07,34.73,6,23,paid_search_google,price_sensitive
j_1b7150c488,u_38b8da37a077,2023-10-15 21:30:03,176.76,2,1,direct,repeat_customer
j_6a9d1f70d2,u_9a05c3fe3a44,2023-07-17 03:02:07,134.56,1,0,paid_search_google,repeat_customer
j_6f09c62e2d,u_aea328a49b86,2023-11-13 11:53:12,53.57,4,17,direct,price_sensitive
j_51df8089a3,u_983be1b20cb4,2023-11-08 11:12:57,37.56,4,16,paid_search_google,price_sensitive
j_d966bf14a9,u_74400f3a1398,2023-08-19 06:08:35,138.31,1,0,paid_social_instagram,repeat_customer
j_050a8f3b5a,u_14da7e186d0d,2023-05-24 00:25:00,117.68,2,18,display_programmatic,brand_aware_browser
j_22435d40b8,u_a8b8c64ab53b,2023-11-22 23:55:00,357.22,3,16,paid_social_facebook,repeat_customer
j_b878049b34,u_d865990f0a1c,2023-09-22 00:02:47,138.82,8,9,influencer,brand_aware_browser
j_8c006aa59e,u_b25d384f16ca,2023-08-11 03:22:38,51.89,2,0,paid_social_instagram,repeat_customer
j_ad3e7f5c45,u_3b980b3dac26,2023-02-14 04:11:33,73.03,3,7,email_retargeting,high_intent_shopper
j_1e13d6e159,u_aaeaf4b4e2bd,2023-01-22 16:46:28,43.04,2,4,paid_social_facebook,repeat_customer
j_53eb559538,u_bb37e0af3e16,2023-05-02 21:04:03,107.69,2,3,email_newsletter,repeat_customer
j_14b72f85b0,u_2b8ae79886af,2023-04-07 21:45:08,344.63,1,0,paid_social_facebook,repeat_customer
j_8dd420cb0a,u_0fd61f94a4bc,2023-02-17 14:37:35,49.5,6,16,paid_social_facebook,brand_aware_browser
j_08ebb3acb8,u_25345c76738f,2023-02-05 10:49:46,123.98,3,17,direct,repeat_customer
j_dc92dab69e,u_d09fe285f341,2023-10-22 18:00:56,241.53,1,0,paid_social_instagram,repeat_customer
j_fc5d105712,u_4e6e18147f09,2023-10-21 11:03:51,110.88,1,0,email_retargeting,repeat_customer
